NAICS Code,NAICS Description,Total Employment,State
44-45,Retail Trade,295675,Arizona
48-49,Transportation and Warehousing,72337,Arizona
51,Information,50852,Arizona
52,Finance and Insurance,121386,Arizona
53,Real Estate and Rental and Leasing,43916,Arizona
54,"Professional, Scientific, and Technical Services",116458,Arizona
55,Management of Companies and Enterprises,58793,Arizona
56,Administrative and Support and Waste Management and Remediation Services,194121,Arizona
61,Educational Services,36020,Arizona
62,Health Care and Social Assistance,242111,Arizona
71,"Arts, Entertainment, and Recreation",42967,Arizona
72,Accommodation and Food Services,222833,Arizona
81,Other Services (except Public Administration),81437,Arizona
99,Unclassified,673,Arizona
--,Total,1007512,Arkansas
11,"Forestry, Fishing, Hunting, and Agriculture Support",[i],Arkansas
21,Mining,3706,Arkansas
22,Utilities,7284,Arkansas
23,Construction,48114,Arkansas
31-33,Manufacturing,200533,Arkansas
42,Wholesale Trade,45781,Arkansas
44-45,Retail Trade,141613,Arkansas
48-49,Transportation and Warehousing,61131,Arkansas
51,Information,27461,Arkansas
52,Finance and Insurance,36146,Arkansas
53,Real Estate and Rental and Leasing,12262,Arkansas
54,"Professional, Scientific, and Technical Services",34550,Arkansas
55,Management of Companies and Enterprises,35155,Arkansas
56,Administrative and Support and Waste Management and Remediation Services,48566,Arkansas
61,Educational Services,12451,Arkansas
62,Health Care and Social Assistance,149354,Arkansas
71,"Arts, Entertainment, and Recreation",8640,Arkansas
72,Accommodation and Food Services,82711,Arkansas
81,Other Services (except Public Administration),45520,Arkansas
99,Unclassified,[e],Arkansas
--,Total,13264918,California
11,"Forestry, Fishing, Hunting, and Agriculture Support",24596,California
21,Mining,18779,California
22,Utilities,59965,California
23,Construction,834742,California
31-33,Manufacturing,1476211,California
42,Wholesale Trade,801781,California
44-45,Retail Trade,1662333,California
48-49,Transportation and Warehousing,448081,California
51,Information,503741,California
52,Finance and Insurance,699086,California
53,Real Estate and Rental and Leasing,302014,California
54,"Professional, Scientific, and Technical Services",1239251,California
55,Management of Companies and Enterprises,289881,California
56,Administrative and Support and Waste Management and Remediation Services,981640,California
61,Educational Services,305419,California
62,Health Care and Social Assistance,1512337,California
71,"Arts, Entertainment, and Recreation",285230,California
72,Accommodation and Food Services,1240070,California
81,Other Services (except Public Administration),572097,California
99,Unclassified,7664,California
--,Total,1908508,Colorado
11,"Forestry, Fishing, Hunting, and Agriculture Support",1440,Colorado
21,Mining,13572,Colorado
22,Utilities,8150,Colorado
23,Construction,147767,Colorado
31-33,Manufacturing,137726,Colorado
42,Wholesale Trade,96848,Colorado
44-45,Retail Trade,249280,Colorado
48-49,Transportation and Warehousing,56872,Colorado
51,Information,85744,Colorado
52,Finance and Insurance,103088,Colorado
53,Real Estate and Rental and Leasing,45761,Colorado
54,"Professional, Scientific, and Technical Services",146891,Colorado
55,Management of Companies and Enterprises,42147,Colorado
56,Administrative and Support and Waste Management and Remediation Services,171198,Colorado
61,Educational Services,34205,Colorado
62,Health Care and Social Assistance,215712,Colorado
71,"Arts, Entertainment, and Recreation",43730,Colorado
72,Accommodation and Food Services,213648,Colorado
81,Other Services (except Public Administration),94012,Colorado
99,Unclassified,717,Colorado
--,Total,1537461,Connecticut
11,"Forestry, Fishing, Hunting, and Agriculture Support",[e],Connecticut
21,Mining,867,Connecticut
22,Utilities,10088,Connecticut
23,Construction,66752,Connecticut
31-33,Manufacturing,188418,Connecticut
42,Wholesale Trade,78892,Connecticut
44-45,Retail Trade,197028,Connecticut
48-49,Transportation and Warehousing,37370,Connecticut
51,Information,40349,Connecticut
52,Finance and Insurance,137330,Connecticut
53,Real Estate and Rental and Leasing,22964,Connecticut
54,"Professional, Scientific, and Technical Services",98504,Connecticut
55,Management of Companies and Enterprises,42976,Connecticut
56,Administrative and Support and Waste Management and Remediation Services,105249,Connecticut
61,Educational Services,60288,Connecticut
62,Health Care and Social Assistance,237579,Connecticut
71,"Arts, Entertainment, and Recreation",23340,Connecticut
72,Accommodation and Food Services,124603,Connecticut
81,Other Services (except Public Administration),63306,Connecticut
99,Unclassified,[g],Connecticut
--,Total,391682,Delaware
11,"Forestry, Fishing, Hunting, and Agriculture Support",[e],Delaware
21,Mining,[b],Delaware
22,Utilities,2789,Delaware
23,Construction,23798,Delaware
31-33,Manufacturing,35936,Delaware
42,Wholesale Trade,20051,Delaware
44-45,Retail Trade,54748,Delaware
48-49,Transportation and Warehousing,13111,Delaware
51,Information,9087,Delaware
52,Finance and Insurance,40454,Delaware
53,Real Estate and Rental and Leasing,6228,Delaware
54,"Professional, Scientific, and Technical Services",26500,Delaware
55,Management of Companies and Enterprises,21633,Delaware
56,Administrative and Support and Waste Management and Remediation Services,26200,Delaware
61,Educational Services,6318,Delaware
62,Health Care and Social Assistance,50355,Delaware
71,"Arts, Entertainment, and Recreation",7873,Delaware
72,Accommodation and Food Services,28794,Delaware
81,Other Services (except Public Administration),17203,Delaware
99,Unclassified,[c],Delaware
--,Total,436865,District of Columbia
11,"Forestry, Fishing, Hunting, and Agriculture Support",[a],District of Columbia
21,Mining,[b],District of Columbia
22,Utilities,2791,District of Columbia
23,Construction,5565,District of Columbia
31-33,Manufacturing,1902,District of Columbia
42,Wholesale Trade,6517,District of Columbia
44-45,Retail Trade,19410,District of Columbia
48-49,Transportation and Warehousing,3431,District of Columbia
51,Information,25414,District of Columbia
52,Finance and Insurance,19039,District of Columbia
53,Real Estate and Rental and Leasing,8290,District of Columbia
54,"Professional, Scientific, and Technical Services",86216,District of Columbia
55,Management of Companies and Enterprises,4010,District of Columbia
56,Administrative and Support and Waste Management and Remediation Services,29051,District of Columbia
61,Educational Services,47034,District of Columbia
62,Health Care and Social Assistance,59290,District of Columbia
71,"Arts, Entertainment, and Recreation",6880,District of Columbia
72,Accommodation and Food Services,46570,District of Columbia
81,Other Services (except Public Administration),65167,District of Columbia
99,Unclassified,[e],District of Columbia
--,Total,6864987,Florida
11,"Forestry, Fishing, Hunting, and Agriculture Support",15489,Florida
21,Mining,6211,Florida
22,Utilities,32320,Florida
23,Construction,437383,Florida
31-33,Manufacturing,371713,Florida
42,Wholesale Trade,307833,Florida
44-45,Retail Trade,960282,Florida
48-49,Transportation and Warehousing,200600,Florida
51,Information,174664,Florida
52,Finance and Insurance,372380,Florida
53,Real Estate and Rental and Leasing,150715,Florida
54,"Professional, Scientific, and Technical Services",414127,Florida
55,Management of Companies and Enterprises,127158,Florida
56,Administrative and Support and Waste Management and Remediation Services,1157253,Florida
61,Educational Services,116736,Florida
62,Health Care and Social Assistance,857299,Florida
71,"Arts, Entertainment, and Recreation",151348,Florida
72,Accommodation and Food Services,699500,Florida
81,Other Services (except Public Administration),309894,Florida
99,Unclassified,2082,Florida
--,Total,3452451,Georgia
11,"Forestry, Fishing, Hunting, and Agriculture Support",9173,Georgia
21,Mining,6448,Georgia
22,Utilities,21569,Georgia
23,Construction,198234,Georgia
31-33,Manufacturing,432512,Georgia
42,Wholesale Trade,199327,Georgia
44-45,Retail Trade,474034,Georgia
48-49,Transportation and Warehousing,150054,Georgia
51,Information,131194,Georgia
52,Finance and Insurance,175183,Georgia
53,Real Estate and Rental and Leasing,60913,Georgia
54,"Professional, Scientific, and Technical Services",200213,Georgia
55,Management of Companies and Enterprises,105205,Georgia
56,Administrative and Support and Waste Management and Remediation Services,298726,Georgia
61,Educational Services,66889,Georgia
62,Health Care and Social Assistance,401707,Georgia
71,"Arts, Entertainment, and Recreation",36838,Georgia
72,Accommodation and Food Services,329704,Georgia
81,Other Services (except Public Administration),153123,Georgia
99,Unclassified,1405,Georgia
--,Total,473500,Hawaii
11,"Forestry, Fishing, Hunting, and Agriculture Support",387,Hawaii
21,Mining,125,Hawaii
22,Utilities,2494,Hawaii
23,Construction,27020,Hawaii
31-33,Manufacturing,14625,Hawaii
42,Wholesale Trade,19986,Hawaii
44-45,Retail Trade,66584,Hawaii
48-49,Transportation and Warehousing,24578,Hawaii
51,Information,10370,Hawaii
52,Finance and Insurance,19256,Hawaii
53,Real Estate and Rental and Leasing,14870,Hawaii
54,"Professional, Scientific, and Technical Services",23738,Hawaii
55,Management of Companies and Enterprises,5228,Hawaii
56,Administrative and Support and Waste Management and Remediation Services,36958,Hawaii
61,Educational Services,16500,Hawaii
62,Health Care and Social Assistance,59349,Hawaii
71,"Arts, Entertainment, and Recreation",11842,Hawaii
72,Accommodation and Food Services,95337,Hawaii
81,Other Services (except Public Administration),24096,Hawaii
99,Unclassified,157,Hawaii
--,Total,488676,Idaho
11,"Forestry, Fishing, Hunting, and Agriculture Support",3783,Idaho
21,Mining,[g],Idaho
22,Utilities,3411,Idaho
23,Construction,39034,Idaho
31-33,Manufacturing,60102,Idaho
42,Wholesale Trade,23094,Idaho
44-45,Retail Trade,72840,Idaho
48-49,Transportation and Warehousing,14938,Idaho
51,Information,11586,Idaho
52,Finance and Insurance,20604,Idaho
53,Real Estate and Rental and Leasing,6336,Idaho
54,"Professional, Scientific, and Technical Services",31256,Idaho
55,Management of Companies and Enterprises,9023,Idaho
56,Administrative and Support and Waste Management and Remediation Services,40631,Idaho
61,Educational Services,8061,Idaho
62,Health Care and Social Assistance,66383,Idaho
71,"Arts, Entertainment, and Recreation",7332,Idaho
72,Accommodation and Food Services,49916,Idaho
81,Other Services (except Public Administration),18170,Idaho
99,Unclassified,[c],Idaho
--,Total,5217160,Illinois
11,"Forestry, Fishing, Hunting, and Agriculture Support",2550,Illinois
21,Mining,9136,Illinois
22,Utilities,30019,Illinois
23,Construction,258041,Illinois
31-33,Manufacturing,685368,Illinois
42,Wholesale Trade,323273,Illinois
44-45,Retail Trade,625829,Illinois
48-49,Transportation and Warehousing,212002,Illinois
51,Information,133835,Illinois
52,Finance and Insurance,354651,Illinois
53,Real Estate and Rental and Leasing,85802,Illinois
54,"Professional, Scientific, and Technical Services",343894,Illinois
55,Management of Companies and Enterprises,156596,Illinois
56,Administrative and Support and Waste Management and Remediation Services,415654,Illinois
61,Educational Services,131127,Illinois
62,Health Care and Social Assistance,673842,Illinois
71,"Arts, Entertainment, and Recreation",72365,Illinois
72,Accommodation and Food Services,438895,Illinois
81,Other Services (except Public Administration),263191,Illinois
99,Unclassified,1090,Illinois
--,Total,2586799,Indiana
11,"Forestry, Fishing, Hunting, and Agriculture Support",1463,Indiana
21,Mining,5652,Indiana
22,Utilities,13528,Indiana
23,Construction,140808,Indiana
31-33,Manufacturing,544310,Indiana
42,Wholesale Trade,114962,Indiana
44-45,Retail Trade,352149,Indiana
48-49,Transportation and Warehousing,104191,Indiana
51,Information,47263,Indiana
52,Finance and Insurance,112304,Indiana
53,Real Estate and Rental and Leasing,35776,Indiana
54,"Professional, Scientific, and Technical Services",103265,Indiana
55,Management of Companies and Enterprises,43354,Indiana
56,Administrative and Support and Waste Management and Remediation Services,149017,Indiana
61,Educational Services,52272,Indiana
62,Health Care and Social Assistance,354380,Indiana
71,"Arts, Entertainment, and Recreation",32241,Indiana
72,Accommodation and Food Services,243887,Indiana
81,Other Services (except Public Administration),135509,Indiana
99,Unclassified,468,Indiana
--,Total,1241864,Iowa
11,"Forestry, Fishing, Hunting, and Agriculture Support",[g],Iowa
21,Mining,1947,Iowa
22,Utilities,8022,Iowa
23,Construction,61166,Iowa
31-33,Manufacturing,219188,Iowa
42,Wholesale Trade,61423,Iowa
44-45,Retail Trade,178251,Iowa
48-49,Transportation and Warehousing,49028,Iowa
51,Information,36386,Iowa
52,Finance and Insurance,92053,Iowa
53,Real Estate and Rental and Leasing,13670,Iowa
54,"Professional, Scientific, and Technical Services",41763,Iowa
55,Management of Companies and Enterprises,16020,Iowa
56,Administrative and Support and Waste Management and Remediation Services,59810,Iowa
61,Educational Services,33662,Iowa
62,Health Care and Social Assistance,185688,Iowa
71,"Arts, Entertainment, and Recreation",20397,Iowa
72,Accommodation and Food Services,107271,Iowa
81,Other Services (except Public Administration),54106,Iowa
99,Unclassified,[e],Iowa
--,Total,1116277,Kansas
11,"Forestry, Fishing, Hunting, and Agriculture Support",710,Kansas
21,Mining,7744,Kansas
22,Utilities,6789,Kansas
23,Construction,62899,Kansas
31-33,Manufacturing,173236,Kansas
42,Wholesale Trade,62274,Kansas
44-45,Retail Trade,149777,Kansas
48-49,Transportation and Warehousing,43169,Kansas
51,Information,45689,Kansas
52,Finance and Insurance,58767,Kansas
53,Real Estate and Rental and Leasing,15243,Kansas
54,"Professional, Scientific, and Technical Services",60378,Kansas
55,Management of Companies and Enterprises,20604,Kansas
56,Administrative and Support and Waste Management and Remediation Services,60729,Kansas
61,Educational Services,17589,Kansas
62,Health Care and Social Assistance,166906,Kansas
71,"Arts, Entertainment, and Recreation",12785,Kansas
72,Accommodation and Food Services,98511,Kansas
81,Other Services (except Public Administration),52109,Kansas
99,Unclassified,369,Kansas
--,Total,1489497,Kentucky
11,"Forestry, Fishing, Hunting, and Agriculture Support",1839,Kentucky
21,Mining,18134,Kentucky
22,Utilities,8496,Kentucky
23,Construction,81444,Kentucky
31-33,Manufacturing,258090,Kentucky
42,Wholesale Trade,68653,Kentucky
44-45,Retail Trade,223304,Kentucky
48-49,Transportation and Warehousing,76014,Kentucky
51,Information,31316,Kentucky
52,Finance and Insurance,67090,Kentucky
53,Real Estate and Rental and Leasing,19170,Kentucky
54,"Professional, Scientific, and Technical Services",59446,Kentucky
55,Management of Companies and Enterprises,26538,Kentucky
56,Administrative and Support and Waste Management and Remediation Services,72783,Kentucky
61,Educational Services,26813,Kentucky
62,Health Care and Social Assistance,221193,Kentucky
71,"Arts, Entertainment, and Recreation",16634,Kentucky
72,Accommodation and Food Services,143457,Kentucky
81,Other Services (except Public Administration),68398,Kentucky
99,Unclassified,685,Kentucky
--,Total,1623680,Louisiana
11,"Forestry, Fishing, Hunting, and Agriculture Support",5295,Louisiana
21,Mining,42210,Louisiana
22,Utilities,11321,Louisiana
23,Construction,122875,Louisiana
31-33,Manufacturing,148750,Louisiana
42,Wholesale Trade,73609,Louisiana
44-45,Retail Trade,231777,Louisiana
48-49,Transportation and Warehousing,64433,Louisiana
51,Information,30765,Louisiana
52,Finance and Insurance,70389,Louisiana
53,Real Estate and Rental and Leasing,31894,Louisiana
54,"Professional, Scientific, and Technical Services",81969,Louisiana
55,Management of Companies and Enterprises,13700,Louisiana
56,Administrative and Support and Waste Management and Remediation Services,104943,Louisiana
61,Educational Services,38288,Louisiana
62,Health Care and Social Assistance,259988,Louisiana
71,"Arts, Entertainment, and Recreation",34112,Louisiana
72,Accommodation and Food Services,177247,Louisiana
81,Other Services (except Public Administration),79245,Louisiana
99,Unclassified,870,Louisiana
--,Total,494256,Maine
11,"Forestry, Fishing, Hunting, and Agriculture Support",3580,Maine
21,Mining,[c],Maine
22,Utilities,2482,Maine
23,Construction,27950,Maine
31-33,Manufacturing,62738,Maine
42,Wholesale Trade,18796,Maine
44-45,Retail Trade,82234,Maine
48-49,Transportation and Warehousing,14018,Maine
51,Information,11706,Maine
52,Finance and Insurance,27384,Maine
53,Real Estate and Rental and Leasing,6717,Maine
54,"Professional, Scientific, and Technical Services",22540,Maine
55,Management of Companies and Enterprises,7150,Maine
56,Administrative and Support and Waste Management and Remediation Services,25170,Maine
61,Educational Services,13695,Maine
62,Health Care and Social Assistance,96894,Maine
71,"Arts, Entertainment, and Recreation",6758,Maine
72,Accommodation and Food Services,44769,Maine
81,Other Services (except Public Administration),19439,Maine
99,Unclassified,[c],Maine
--,Total,2151474,Maryland
11,"Forestry, Fishing, Hunting, and Agriculture Support",1043,Maryland
21,Mining,1798,Maryland
22,Utilities,9904,Maryland
23,Construction,178787,Maryland
31-33,Manufacturing,140803,Maryland
42,Wholesale Trade,95065,Maryland
44-45,Retail Trade,299177,Maryland
48-49,Transportation and Warehousing,63419,Maryland
51,Information,70598,Maryland
52,Finance and Insurance,124803,Maryland
53,Real Estate and Rental and Leasing,49440,Maryland
54,"Professional, Scientific, and Technical Services",215303,Maryland
55,Management of Companies and Enterprises,50176,Maryland
56,Administrative and Support and Waste Management and Remediation Services,157969,Maryland
61,Educational Services,63423,Maryland
62,Health Care and Social Assistance,296856,Maryland
71,"Arts, Entertainment, and Recreation",35722,Maryland
72,Accommodation and Food Services,184041,Maryland
81,Other Services (except Public Administration),112584,Maryland
99,Unclassified,563,Maryland
--,Total,2979690,Massachusetts
11,"Forestry, Fishing, Hunting, and Agriculture Support",1192,Massachusetts
21,Mining,1389,Massachusetts
22,Utilities,12273,Massachusetts
23,Construction,129607,Massachusetts
31-33,Manufacturing,294278,Massachusetts
42,Wholesale Trade,143292,Massachusetts
44-45,Retail Trade,369537,Massachusetts
48-49,Transportation and Warehousing,78681,Massachusetts
51,Information,102871,Massachusetts
52,Finance and Insurance,213848,Massachusetts
53,Real Estate and Rental and Leasing,48504,Massachusetts
54,"Professional, Scientific, and Technical Services",236527,Massachusetts
55,Management of Companies and Enterprises,81618,Massachusetts
56,Administrative and Support and Waste Management and Remediation Services,180387,Massachusetts
61,Educational Services,182586,Massachusetts
62,Health Care and Social Assistance,483615,Massachusetts
71,"Arts, Entertainment, and Recreation",46411,Massachusetts
72,Accommodation and Food Services,245121,Massachusetts
81,Other Services (except Public Administration),123630,Massachusetts
99,Unclassified,4323,Massachusetts
--,Total,3895914,Michigan
11,"Forestry, Fishing, Hunting, and Agriculture Support",3350,Michigan
21,Mining,5478,Michigan
22,Utilities,23547,Michigan
23,Construction,172163,Michigan
31-33,Manufacturing,661699,Michigan
42,Wholesale Trade,172962,Michigan
44-45,Retail Trade,523056,Michigan
48-49,Transportation and Warehousing,99353,Michigan
51,Information,91847,Michigan
52,Finance and Insurance,170576,Michigan
53,Real Estate and Rental and Leasing,58956,Michigan
54,"Professional, Scientific, and Technical Services",294303,Michigan
55,Management of Companies and Enterprises,122796,Michigan
56,Administrative and Support and Waste Management and Remediation Services,317073,Michigan
61,Educational Services,67127,Michigan
62,Health Care and Social Assistance,537404,Michigan
71,"Arts, Entertainment, and Recreation",56464,Michigan
72,Accommodation and Food Services,335036,Michigan
81,Other Services (except Public Administration),179298,Michigan
99,Unclassified,3426,Michigan
--,Total,2393126,Minnesota
11,"Forestry, Fishing, Hunting, and Agriculture Support",2289,Minnesota
21,Mining,5061,Minnesota
22,Utilities,11743,Minnesota
23,Construction,122029,Minnesota
31-33,Manufacturing,332501,Minnesota
42,Wholesale Trade,136382,Minnesota
44-45,Retail Trade,312319,Minnesota
48-49,Transportation and Warehousing,76712,Minnesota
51,Information,64640,Minnesota
52,Finance and Insurance,151970,Minnesota
53,Real Estate and Rental and Leasing,39183,Minnesota
54,"Professional, Scientific, and Technical Services",124194,Minnesota
55,Management of Companies and Enterprises,91846,Minnesota
56,Administrative and Support and Waste Management and Remediation Services,136635,Minnesota
61,Educational Services,56339,Minnesota
62,Health Care and Social Assistance,367753,Minnesota
71,"Arts, Entertainment, and Recreation",36924,Minnesota
72,Accommodation and Food Services,207157,Minnesota
81,Other Services (except Public Administration),116611,Minnesota
99,Unclassified,838,Minnesota
--,Total,928313,Mississippi
11,"Forestry, Fishing, Hunting, and Agriculture Support",5939,Mississippi
21,Mining,3840,Mississippi
22,Utilities,7969,Mississippi
23,Construction,50665,Mississippi
31-33,Manufacturing,174494,Mississippi
42,Wholesale Trade,35458,Mississippi
44-45,Retail Trade,141965,Mississippi
48-49,Transportation and Warehousing,33397,Mississippi
51,Information,17511,Mississippi
52,Finance and Insurance,34641,Mississippi
53,Real Estate and Rental and Leasing,10374,Mississippi
54,"Professional, Scientific, and Technical Services",31651,Mississippi
55,Management of Companies and Enterprises,8270,Mississippi
56,Administrative and Support and Waste Management and Remediation Services,43179,Mississippi
61,Educational Services,16255,Mississippi
62,Health Care and Social Assistance,141609,Mississippi
71,"Arts, Entertainment, and Recreation",10682,Mississippi
72,Accommodation and Food Services,117820,Mississippi
81,Other Services (except Public Administration),42176,Mississippi
99,Unclassified,418,Mississippi
--,Total,2421450,Missouri
11,"Forestry, Fishing, Hunting, and Agriculture Support",1545,Missouri
21,Mining,3841,Missouri
22,Utilities,15566,Missouri
23,Construction,148242,Missouri
31-33,Manufacturing,302760,Missouri
42,Wholesale Trade,131159,Missouri
44-45,Retail Trade,321135,Missouri
48-49,Transportation and Warehousing,89252,Missouri
51,Information,78136,Missouri
52,Finance and Insurance,139920,Missouri
53,Real Estate and Rental and Leasing,40210,Missouri
54,"Professional, Scientific, and Technical Services",130591,Missouri
55,Management of Companies and Enterprises,70345,Missouri
56,Administrative and Support and Waste Management and Remediation Services,144410,Missouri
61,Educational Services,65963,Missouri
62,Health Care and Social Assistance,346641,Missouri
71,"Arts, Entertainment, and Recreation",35025,Missouri
72,Accommodation and Food Services,229914,Missouri
81,Other Services (except Public Administration),122924,Missouri
99,Unclassified,3871,Missouri
--,Total,314865,Montana
11,"Forestry, Fishing, Hunting, and Agriculture Support",[g],Montana
21,Mining,4978,Montana
22,Utilities,2714,Montana
23,Construction,21897,Montana
31-33,Manufacturing,18428,Montana
42,Wholesale Trade,13886,Montana
44-45,Retail Trade,55864,Montana
48-49,Transportation and Warehousing,10523,Montana
51,Information,7658,Montana
52,Finance and Insurance,15980,Montana
53,Real Estate and Rental and Leasing,5197,Montana
54,"Professional, Scientific, and Technical Services",16737,Montana
55,Management of Companies and Enterprises,2063,Montana
56,Administrative and Support and Waste Management and Remediation Services,12123,Montana
61,Educational Services,[i],Montana
62,Health Care and Social Assistance,53243,Montana
71,"Arts, Entertainment, and Recreation",9144,Montana
72,Accommodation and Food Services,42712,Montana
81,Other Services (except Public Administration),14422,Montana
99,Unclassified,[c],Montana
--,Total,774311,Nebraska
11,"Forestry, Fishing, Hunting, and Agriculture Support",[f],Nebraska
21,Mining,[f],Nebraska
22,Utilities,1163,Nebraska
23,Construction,43247,Nebraska
31-33,Manufacturing,103784,Nebraska
42,Wholesale Trade,36645,Nebraska
44-45,Retail Trade,107201,Nebraska
48-49,Transportation and Warehousing,30218,Nebraska
51,Information,19914,Nebraska
52,Finance and Insurance,58595,Nebraska
53,Real Estate and Rental and Leasing,10226,Nebraska
54,"Professional, Scientific, and Technical Services",40338,Nebraska
55,Management of Companies and Enterprises,27106,Nebraska
56,Administrative and Support and Waste Management and Remediation Services,57991,Nebraska
61,Educational Services,16081,Nebraska
62,Health Care and Social Assistance,107049,Nebraska
71,"Arts, Entertainment, and Recreation",10235,Nebraska
72,Accommodation and Food Services,66798,Nebraska
81,Other Services (except Public Administration),35823,Nebraska
99,Unclassified,[c],Nebraska
--,Total,1022011,Nevada
11,"Forestry, Fishing, Hunting, and Agriculture Support",199,Nevada
21,Mining,9256,Nevada
22,Utilities,5030,Nevada
23,Construction,104335,Nevada
31-33,Manufacturing,43080,Nevada
42,Wholesale Trade,35215,Nevada
44-45,Retail Trade,127928,Nevada
48-49,Transportation and Warehousing,36742,Nevada
51,Information,15447,Nevada
52,Finance and Insurance,37738,Nevada
53,Real Estate and Rental and Leasing,25594,Nevada
54,"Professional, Scientific, and Technical Services",53874,Nevada
55,Management of Companies and Enterprises,14111,Nevada
56,Administrative and Support and Waste Management and Remediation Services,86167,Nevada
61,Educational Services,5561,Nevada
62,Health Care and Social Assistance,82450,Nevada
71,"Arts, Entertainment, and Recreation",27343,Nevada
72,Accommodation and Food Services,280229,Nevada
81,Other Services (except Public Administration),31144,Nevada
99,Unclassified,568,Nevada
--,Total,551001,New Hampshire
11,"Forestry, Fishing, Hunting, and Agriculture Support",821,New Hampshire
21,Mining,[e],New Hampshire
22,Utilities,3637,New Hampshire
23,Construction,28378,New Hampshire
31-33,Manufacturing,75999,New Hampshire
42,Wholesale Trade,24665,New Hampshire
44-45,Retail Trade,96706,New Hampshire
48-49,Transportation and Warehousing,12322,New Hampshire
51,Information,13576,New Hampshire
52,Finance and Insurance,26321,New Hampshire
53,Real Estate and Rental and Leasing,7588,New Hampshire
54,"Professional, Scientific, and Technical Services",28418,New Hampshire
55,Management of Companies and Enterprises,8830,New Hampshire
56,Administrative and Support and Waste Management and Remediation Services,39686,New Hampshire
61,Educational Services,21902,New Hampshire
62,Health Care and Social Assistance,76319,New Hampshire
71,"Arts, Entertainment, and Recreation",10395,New Hampshire
72,Accommodation and Food Services,52975,New Hampshire
81,Other Services (except Public Administration),22009,New Hampshire
99,Unclassified,[c],New Hampshire
--,Total,3609640,New Jersey
11,"Forestry, Fishing, Hunting, and Agriculture Support",990,New Jersey
21,Mining,2473,New Jersey
22,Utilities,18981,New Jersey
23,Construction,176889,New Jersey
31-33,Manufacturing,325711,New Jersey
42,Wholesale Trade,272818,New Jersey
44-45,Retail Trade,470199,New Jersey
48-49,Transportation and Warehousing,172046,New Jersey
51,Information,125792,New Jersey
52,Finance and Insurance,218513,New Jersey
53,Real Estate and Rental and Leasing,60462,New Jersey
54,"Professional, Scientific, and Technical Services",293046,New Jersey
55,Management of Companies and Enterprises,146153,New Jersey
56,Administrative and Support and Waste Management and Remediation Services,294417,New Jersey
61,Educational Services,88128,New Jersey
