NAICS Code,NAICS Description,Total Employment,State
51,Information,515192,California
52,Finance and Insurance,673798,California
53,Real Estate and Rental and Leasing,295717,California
54,"Professional, Scientific, and Technical Services",1159053,California
55,Management of Companies and Enterprises,283673,California
56,Administrative and Support and Waste Management and Remediation Services,980716,California
61,Educational Services,291560,California
62,Health Care and Social Assistance,1477149,California
71,"Arts, Entertainment, and Recreation",276864,California
72,Accommodation and Food Services,1197880,California
81,Other Services (except Public Administration),572785,California
99,Unclassified,6309,California
--,Total,1884500,Colorado
11,"Forestry, Fishing, Hunting, and Agriculture Support",[g],Colorado
21,Mining,12402,Colorado
22,Utilities,9027,Colorado
23,Construction,149856,Colorado
31-33,Manufacturing,138642,Colorado
42,Wholesale Trade,97340,Colorado
44-45,Retail Trade,245758,Colorado
48-49,Transportation and Warehousing,55241,Colorado
51,Information,91101,Colorado
52,Finance and Insurance,100011,Colorado
53,Real Estate and Rental and Leasing,45433,Colorado
54,"Professional, Scientific, and Technical Services",152427,Colorado
55,Management of Companies and Enterprises,36579,Colorado
56,Administrative and Support and Waste Management and Remediation Services,165003,Colorado
61,Educational Services,30237,Colorado
62,Health Care and Social Assistance,209500,Colorado
71,"Arts, Entertainment, and Recreation",40992,Colorado
72,Accommodation and Food Services,208758,Colorado
81,Other Services (except Public Administration),94148,Colorado
99,Unclassified,[f],Colorado
--,Total,1550867,Connecticut
11,"Forestry, Fishing, Hunting, and Agriculture Support",456,Connecticut
21,Mining,647,Connecticut
22,Utilities,10057,Connecticut
23,Construction,64937,Connecticut
31-33,Manufacturing,199274,Connecticut
42,Wholesale Trade,73306,Connecticut
44-45,Retail Trade,195807,Connecticut
48-49,Transportation and Warehousing,43109,Connecticut
51,Information,44294,Connecticut
52,Finance and Insurance,145393,Connecticut
53,Real Estate and Rental and Leasing,23537,Connecticut
54,"Professional, Scientific, and Technical Services",100372,Connecticut
55,Management of Companies and Enterprises,42573,Connecticut
56,Administrative and Support and Waste Management and Remediation Services,102211,Connecticut
61,Educational Services,59351,Connecticut
62,Health Care and Social Assistance,235121,Connecticut
71,"Arts, Entertainment, and Recreation",22714,Connecticut
72,Accommodation and Food Services,124158,Connecticut
81,Other Services (except Public Administration),62862,Connecticut
99,Unclassified,688,Connecticut
--,Total,385129,Delaware
11,"Forestry, Fishing, Hunting, and Agriculture Support",[e],Delaware
21,Mining,[b],Delaware
22,Utilities,2676,Delaware
23,Construction,22046,Delaware
31-33,Manufacturing,37807,Delaware
42,Wholesale Trade,22724,Delaware
44-45,Retail Trade,52771,Delaware
48-49,Transportation and Warehousing,11249,Delaware
51,Information,9218,Delaware
52,Finance and Insurance,43098,Delaware
53,Real Estate and Rental and Leasing,5733,Delaware
54,"Professional, Scientific, and Technical Services",24147,Delaware
55,Management of Companies and Enterprises,20913,Delaware
56,Administrative and Support and Waste Management and Remediation Services,24556,Delaware
61,Educational Services,5965,Delaware
62,Health Care and Social Assistance,48851,Delaware
71,"Arts, Entertainment, and Recreation",8684,Delaware
72,Accommodation and Food Services,27529,Delaware
81,Other Services (except Public Administration),16683,Delaware
99,Unclassified,[c],Delaware
--,Total,422918,District of Columbia
11,"Forestry, Fishing, Hunting, and Agriculture Support",[a],District of Columbia
21,Mining,[a],District of Columbia
22,Utilities,2943,District of Columbia
23,Construction,6006,District of Columbia
31-33,Manufacturing,1862,District of Columbia
42,Wholesale Trade,5609,District of Columbia
44-45,Retail Trade,18591,District of Columbia
48-49,Transportation and Warehousing,3487,District of Columbia
51,Information,26388,District of Columbia
52,Finance and Insurance,18901,District of Columbia
53,Real Estate and Rental and Leasing,8344,District of Columbia
54,"Professional, Scientific, and Technical Services",82696,District of Columbia
55,Management of Companies and Enterprises,4825,District of Columbia
56,Administrative and Support and Waste Management and Remediation Services,28347,District of Columbia
61,Educational Services,42233,District of Columbia
62,Health Care and Social Assistance,59303,District of Columbia
71,"Arts, Entertainment, and Recreation",6226,District of Columbia
72,Accommodation and Food Services,45114,District of Columbia
81,Other Services (except Public Administration),61934,District of Columbia
99,Unclassified,[b],District of Columbia
--,Total,6549488,Florida
11,"Forestry, Fishing, Hunting, and Agriculture Support",14218,Florida
21,Mining,6225,Florida
22,Utilities,31742,Florida
23,Construction,403621,Florida
31-33,Manufacturing,369754,Florida
42,Wholesale Trade,305108,Florida
44-45,Retail Trade,919700,Florida
48-49,Transportation and Warehousing,195212,Florida
51,Information,174673,Florida
52,Finance and Insurance,357834,Florida
53,Real Estate and Rental and Leasing,145801,Florida
54,"Professional, Scientific, and Technical Services",391698,Florida
55,Management of Companies and Enterprises,124303,Florida
56,Administrative and Support and Waste Management and Remediation Services,1080419,Florida
61,Educational Services,110109,Florida
62,Health Care and Social Assistance,816646,Florida
71,"Arts, Entertainment, and Recreation",144123,Florida
72,Accommodation and Food Services,654938,Florida
81,Other Services (except Public Administration),301360,Florida
99,Unclassified,2004,Florida
--,Total,3387337,Georgia
11,"Forestry, Fishing, Hunting, and Agriculture Support",9074,Georgia
21,Mining,6450,Georgia
22,Utilities,22076,Georgia
23,Construction,195255,Georgia
31-33,Manufacturing,449486,Georgia
42,Wholesale Trade,197951,Georgia
44-45,Retail Trade,449362,Georgia
48-49,Transportation and Warehousing,143212,Georgia
51,Information,135902,Georgia
52,Finance and Insurance,176060,Georgia
53,Real Estate and Rental and Leasing,59866,Georgia
54,"Professional, Scientific, and Technical Services",193142,Georgia
55,Management of Companies and Enterprises,100189,Georgia
56,Administrative and Support and Waste Management and Remediation Services,290276,Georgia
61,Educational Services,66113,Georgia
62,Health Care and Social Assistance,391258,Georgia
71,"Arts, Entertainment, and Recreation",37747,Georgia
72,Accommodation and Food Services,316339,Georgia
81,Other Services (except Public Administration),146458,Georgia
99,Unclassified,1121,Georgia
--,Total,459010,Hawaii
11,"Forestry, Fishing, Hunting, and Agriculture Support",[e],Hawaii
21,Mining,[c],Hawaii
22,Utilities,2345,Hawaii
23,Construction,26570,Hawaii
31-33,Manufacturing,14346,Hawaii
42,Wholesale Trade,19886,Hawaii
44-45,Retail Trade,64425,Hawaii
48-49,Transportation and Warehousing,25300,Hawaii
51,Information,11646,Hawaii
52,Finance and Insurance,19218,Hawaii
53,Real Estate and Rental and Leasing,14449,Hawaii
54,"Professional, Scientific, and Technical Services",21694,Hawaii
55,Management of Companies and Enterprises,5095,Hawaii
56,Administrative and Support and Waste Management and Remediation Services,34622,Hawaii
61,Educational Services,15985,Hawaii
62,Health Care and Social Assistance,57153,Hawaii
71,"Arts, Entertainment, and Recreation",11873,Hawaii
72,Accommodation and Food Services,89049,Hawaii
81,Other Services (except Public Administration),24684,Hawaii
99,Unclassified,[c],Hawaii
--,Total,466507,Idaho
11,"Forestry, Fishing, Hunting, and Agriculture Support",3440,Idaho
21,Mining,1566,Idaho
22,Utilities,3524,Idaho
23,Construction,37253,Idaho
31-33,Manufacturing,61764,Idaho
42,Wholesale Trade,23410,Idaho
44-45,Retail Trade,71071,Idaho
48-49,Transportation and Warehousing,14007,Idaho
51,Information,11785,Idaho
52,Finance and Insurance,18973,Idaho
53,Real Estate and Rental and Leasing,5727,Idaho
54,"Professional, Scientific, and Technical Services",29209,Idaho
55,Management of Companies and Enterprises,9406,Idaho
56,Administrative and Support and Waste Management and Remediation Services,33439,Idaho
61,Educational Services,8823,Idaho
62,Health Care and Social Assistance,61142,Idaho
71,"Arts, Entertainment, and Recreation",6789,Idaho
72,Accommodation and Food Services,47233,Idaho
81,Other Services (except Public Administration),17809,Idaho
99,Unclassified,137,Idaho
--,Total,5205457,Illinois
11,"Forestry, Fishing, Hunting, and Agriculture Support",2848,Illinois
21,Mining,9561,Illinois
22,Utilities,35547,Illinois
23,Construction,253485,Illinois
31-33,Manufacturing,705922,Illinois
42,Wholesale Trade,325903,Illinois
44-45,Retail Trade,598037,Illinois
48-49,Transportation and Warehousing,215919,Illinois
51,Information,140831,Illinois
52,Finance and Insurance,355386,Illinois
53,Real Estate and Rental and Leasing,85977,Illinois
54,"Professional, Scientific, and Technical Services",353625,Illinois
55,Management of Companies and Enterprises,162817,Illinois
56,Administrative and Support and Waste Management and Remediation Services,398638,Illinois
61,Educational Services,127305,Illinois
62,Health Care and Social Assistance,664257,Illinois
71,"Arts, Entertainment, and Recreation",71668,Illinois
72,Accommodation and Food Services,433513,Illinois
81,Other Services (except Public Administration),263252,Illinois
99,Unclassified,966,Illinois
--,Total,2540839,Indiana
11,"Forestry, Fishing, Hunting, and Agriculture Support",[g],Indiana
21,Mining,5497,Indiana
22,Utilities,14306,Indiana
23,Construction,133159,Indiana
31-33,Manufacturing,547580,Indiana
42,Wholesale Trade,112057,Indiana
44-45,Retail Trade,338739,Indiana
48-49,Transportation and Warehousing,101249,Indiana
51,Information,48312,Indiana
52,Finance and Insurance,111234,Indiana
53,Real Estate and Rental and Leasing,35776,Indiana
54,"Professional, Scientific, and Technical Services",102600,Indiana
55,Management of Companies and Enterprises,44276,Indiana
56,Administrative and Support and Waste Management and Remediation Services,144980,Indiana
61,Educational Services,51163,Indiana
62,Health Care and Social Assistance,342664,Indiana
71,"Arts, Entertainment, and Recreation",31303,Indiana
72,Accommodation and Food Services,239658,Indiana
81,Other Services (except Public Administration),134024,Indiana
99,Unclassified,[e],Indiana
--,Total,1232865,Iowa
11,"Forestry, Fishing, Hunting, and Agriculture Support",1758,Iowa
21,Mining,1775,Iowa
22,Utilities,8157,Iowa
23,Construction,58159,Iowa
31-33,Manufacturing,221027,Iowa
42,Wholesale Trade,60262,Iowa
44-45,Retail Trade,176596,Iowa
48-49,Transportation and Warehousing,48017,Iowa
51,Information,40088,Iowa
52,Finance and Insurance,89833,Iowa
53,Real Estate and Rental and Leasing,14406,Iowa
54,"Professional, Scientific, and Technical Services",42732,Iowa
55,Management of Companies and Enterprises,19133,Iowa
56,Administrative and Support and Waste Management and Remediation Services,58393,Iowa
61,Educational Services,31932,Iowa
62,Health Care and Social Assistance,182693,Iowa
71,"Arts, Entertainment, and Recreation",19819,Iowa
72,Accommodation and Food Services,104189,Iowa
81,Other Services (except Public Administration),53668,Iowa
99,Unclassified,228,Iowa
--,Total,1109869,Kansas
11,"Forestry, Fishing, Hunting, and Agriculture Support",754,Kansas
21,Mining,6968,Kansas
22,Utilities,7239,Kansas
23,Construction,63746,Kansas
31-33,Manufacturing,175387,Kansas
42,Wholesale Trade,63762,Kansas
44-45,Retail Trade,149354,Kansas
48-49,Transportation and Warehousing,40898,Kansas
51,Information,48296,Kansas
52,Finance and Insurance,58634,Kansas
53,Real Estate and Rental and Leasing,16061,Kansas
54,"Professional, Scientific, and Technical Services",52782,Kansas
55,Management of Companies and Enterprises,23808,Kansas
56,Administrative and Support and Waste Management and Remediation Services,59205,Kansas
61,Educational Services,16922,Kansas
62,Health Care and Social Assistance,163452,Kansas
71,"Arts, Entertainment, and Recreation",12743,Kansas
72,Accommodation and Food Services,96084,Kansas
81,Other Services (except Public Administration),53483,Kansas
99,Unclassified,291,Kansas
--,Total,1471878,Kentucky
11,"Forestry, Fishing, Hunting, and Agriculture Support",1954,Kentucky
21,Mining,17768,Kentucky
22,Utilities,8794,Kentucky
23,Construction,77683,Kentucky
31-33,Manufacturing,260951,Kentucky
42,Wholesale Trade,70891,Kentucky
44-45,Retail Trade,214236,Kentucky
48-49,Transportation and Warehousing,73607,Kentucky
51,Information,31169,Kentucky
52,Finance and Insurance,69364,Kentucky
53,Real Estate and Rental and Leasing,19590,Kentucky
54,"Professional, Scientific, and Technical Services",57659,Kentucky
55,Management of Companies and Enterprises,28030,Kentucky
56,Administrative and Support and Waste Management and Remediation Services,71175,Kentucky
61,Educational Services,25754,Kentucky
62,Health Care and Social Assistance,219733,Kentucky
71,"Arts, Entertainment, and Recreation",15438,Kentucky
72,Accommodation and Food Services,138676,Kentucky
81,Other Services (except Public Administration),68785,Kentucky
99,Unclassified,621,Kentucky
--,Total,1603922,Louisiana
11,"Forestry, Fishing, Hunting, and Agriculture Support",5386,Louisiana
21,Mining,43262,Louisiana
22,Utilities,13915,Louisiana
23,Construction,120420,Louisiana
31-33,Manufacturing,149603,Louisiana
42,Wholesale Trade,73130,Louisiana
44-45,Retail Trade,227700,Louisiana
48-49,Transportation and Warehousing,65780,Louisiana
51,Information,32361,Louisiana
52,Finance and Insurance,67649,Louisiana
53,Real Estate and Rental and Leasing,31947,Louisiana
54,"Professional, Scientific, and Technical Services",80632,Louisiana
55,Management of Companies and Enterprises,15439,Louisiana
56,Administrative and Support and Waste Management and Remediation Services,99887,Louisiana
61,Educational Services,34906,Louisiana
62,Health Care and Social Assistance,253465,Louisiana
71,"Arts, Entertainment, and Recreation",32181,Louisiana
72,Accommodation and Food Services,175662,Louisiana
81,Other Services (except Public Administration),80017,Louisiana
99,Unclassified,580,Louisiana
--,Total,488973,Maine
11,"Forestry, Fishing, Hunting, and Agriculture Support",3527,Maine
21,Mining,[b],Maine
22,Utilities,2742,Maine
23,Construction,26100,Maine
31-33,Manufacturing,65475,Maine
42,Wholesale Trade,18672,Maine
44-45,Retail Trade,79388,Maine
48-49,Transportation and Warehousing,13738,Maine
51,Information,11989,Maine
52,Finance and Insurance,27488,Maine
53,Real Estate and Rental and Leasing,6435,Maine
54,"Professional, Scientific, and Technical Services",21754,Maine
55,Management of Companies and Enterprises,6191,Maine
56,Administrative and Support and Waste Management and Remediation Services,26878,Maine
61,Educational Services,13925,Maine
62,Health Care and Social Assistance,94541,Maine
71,"Arts, Entertainment, and Recreation",6372,Maine
72,Accommodation and Food Services,44245,Maine
81,Other Services (except Public Administration),19304,Maine
99,Unclassified,[c],Maine
--,Total,2088841,Maryland
11,"Forestry, Fishing, Hunting, and Agriculture Support",1056,Maryland
21,Mining,1812,Maryland
22,Utilities,10510,Maryland
23,Construction,164876,Maryland
31-33,Manufacturing,147326,Maryland
42,Wholesale Trade,99395,Maryland
44-45,Retail Trade,286954,Maryland
48-49,Transportation and Warehousing,58832,Maryland
51,Information,70998,Maryland
52,Finance and Insurance,121192,Maryland
53,Real Estate and Rental and Leasing,47152,Maryland
54,"Professional, Scientific, and Technical Services",203907,Maryland
55,Management of Companies and Enterprises,53505,Maryland
56,Administrative and Support and Waste Management and Remediation Services,145685,Maryland
61,Educational Services,62222,Maryland
62,Health Care and Social Assistance,290575,Maryland
71,"Arts, Entertainment, and Recreation",32860,Maryland
72,Accommodation and Food Services,178486,Maryland
81,Other Services (except Public Administration),111016,Maryland
99,Unclassified,482,Maryland
--,Total,2974779,Massachusetts
11,"Forestry, Fishing, Hunting, and Agriculture Support",1189,Massachusetts
21,Mining,1331,Massachusetts
22,Utilities,13311,Massachusetts
23,Construction,128393,Massachusetts
31-33,Manufacturing,318766,Massachusetts
42,Wholesale Trade,145788,Massachusetts
44-45,Retail Trade,364682,Massachusetts
48-49,Transportation and Warehousing,77584,Massachusetts
51,Information,111896,Massachusetts
52,Finance and Insurance,209576,Massachusetts
53,Real Estate and Rental and Leasing,45965,Massachusetts
54,"Professional, Scientific, and Technical Services",238069,Massachusetts
55,Management of Companies and Enterprises,69794,Massachusetts
56,Administrative and Support and Waste Management and Remediation Services,172885,Massachusetts
61,Educational Services,183330,Massachusetts
62,Health Care and Social Assistance,470755,Massachusetts
71,"Arts, Entertainment, and Recreation",45064,Massachusetts
72,Accommodation and Food Services,245947,Massachusetts
81,Other Services (except Public Administration),123512,Massachusetts
99,Unclassified,6942,Massachusetts
--,Total,3885221,Michigan
11,"Forestry, Fishing, Hunting, and Agriculture Support",3191,Michigan
21,Mining,5482,Michigan
22,Utilities,24220,Michigan
23,Construction,168646,Michigan
31-33,Manufacturing,679638,Michigan
42,Wholesale Trade,174197,Michigan
44-45,Retail Trade,521126,Michigan
48-49,Transportation and Warehousing,100412,Michigan
51,Information,95521,Michigan
52,Finance and Insurance,172809,Michigan
53,Real Estate and Rental and Leasing,57079,Michigan
54,"Professional, Scientific, and Technical Services",299637,Michigan
55,Management of Companies and Enterprises,123116,Michigan
56,Administrative and Support and Waste Management and Remediation Services,304605,Michigan
61,Educational Services,64531,Michigan
62,Health Care and Social Assistance,521726,Michigan
71,"Arts, Entertainment, and Recreation",56354,Michigan
72,Accommodation and Food Services,331092,Michigan
81,Other Services (except Public Administration),178865,Michigan
99,Unclassified,2974,Michigan
--,Total,2382177,Minnesota
11,"Forestry, Fishing, Hunting, and Agriculture Support",2315,Minnesota
21,Mining,5207,Minnesota
22,Utilities,12822,Minnesota
23,Construction,118294,Minnesota
31-33,Manufacturing,339507,Minnesota
42,Wholesale Trade,131455,Minnesota
44-45,Retail Trade,309317,Minnesota
48-49,Transportation and Warehousing,77246,Minnesota
51,Information,69793,Minnesota
52,Finance and Insurance,149834,Minnesota
53,Real Estate and Rental and Leasing,39440,Minnesota
54,"Professional, Scientific, and Technical Services",124672,Minnesota
55,Management of Companies and Enterprises,89980,Minnesota
56,Administrative and Support and Waste Management and Remediation Services,133653,Minnesota
61,Educational Services,55111,Minnesota
62,Health Care and Social Assistance,361740,Minnesota
71,"Arts, Entertainment, and Recreation",39032,Minnesota
72,Accommodation and Food Services,202768,Minnesota
81,Other Services (except Public Administration),119510,Minnesota
99,Unclassified,481,Minnesota
--,Total,912157,Mississippi
11,"Forestry, Fishing, Hunting, and Agriculture Support",[i],Mississippi
21,Mining,[h],Mississippi
22,Utilities,11348,Mississippi
23,Construction,46281,Mississippi
31-33,Manufacturing,172618,Mississippi
42,Wholesale Trade,35543,Mississippi
44-45,Retail Trade,135582,Mississippi
48-49,Transportation and Warehousing,32374,Mississippi
51,Information,18709,Mississippi
52,Finance and Insurance,34581,Mississippi
53,Real Estate and Rental and Leasing,10252,Mississippi
54,"Professional, Scientific, and Technical Services",29443,Mississippi
55,Management of Companies and Enterprises,8924,Mississippi
56,Administrative and Support and Waste Management and Remediation Services,44291,Mississippi
61,Educational Services,16091,Mississippi
62,Health Care and Social Assistance,137145,Mississippi
71,"Arts, Entertainment, and Recreation",10397,Mississippi
72,Accommodation and Food Services,116972,Mississippi
81,Other Services (except Public Administration),41836,Mississippi
99,Unclassified,[e],Mississippi
--,Total,2387761,Missouri
11,"Forestry, Fishing, Hunting, and Agriculture Support",1657,Missouri
21,Mining,3984,Missouri
22,Utilities,16546,Missouri
23,Construction,141280,Missouri
31-33,Manufacturing,308755,Missouri
42,Wholesale Trade,126473,Missouri
44-45,Retail Trade,316214,Missouri
48-49,Transportation and Warehousing,91095,Missouri
51,Information,79986,Missouri
52,Finance and Insurance,139847,Missouri
53,Real Estate and Rental and Leasing,41298,Missouri
54,"Professional, Scientific, and Technical Services",126216,Missouri
55,Management of Companies and Enterprises,65147,Missouri
56,Administrative and Support and Waste Management and Remediation Services,140678,Missouri
61,Educational Services,65692,Missouri
62,Health Care and Social Assistance,340985,Missouri
71,"Arts, Entertainment, and Recreation",35521,Missouri
72,Accommodation and Food Services,222434,Missouri
81,Other Services (except Public Administration),121018,Missouri
99,Unclassified,2935,Missouri
--,Total,302967,Montana
11,"Forestry, Fishing, Hunting, and Agriculture Support",1665,Montana
21,Mining,4486,Montana
22,Utilities,2758,Montana
23,Construction,20292,Montana
31-33,Manufacturing,18255,Montana
42,Wholesale Trade,13753,Montana
44-45,Retail Trade,53456,Montana
48-49,Transportation and Warehousing,10237,Montana
51,Information,8028,Montana
52,Finance and Insurance,14846,Montana
53,Real Estate and Rental and Leasing,4911,Montana
54,"Professional, Scientific, and Technical Services",16047,Montana
55,Management of Companies and Enterprises,1910,Montana
56,Administrative and Support and Waste Management and Remediation Services,12164,Montana
61,Educational Services,5132,Montana
62,Health Care and Social Assistance,51238,Montana
71,"Arts, Entertainment, and Recreation",8619,Montana
72,Accommodation and Food Services,41151,Montana
81,Other Services (except Public Administration),13913,Montana
99,Unclassified,106,Montana
--,Total,774913,Nebraska
11,"Forestry, Fishing, Hunting, and Agriculture Support",[f],Nebraska
21,Mining,829,Nebraska
22,Utilities,1180,Nebraska
23,Construction,41117,Nebraska
31-33,Manufacturing,103588,Nebraska
42,Wholesale Trade,36268,Nebraska
44-45,Retail Trade,105486,Nebraska
48-49,Transportation and Warehousing,30180,Nebraska
51,Information,21403,Nebraska
52,Finance and Insurance,58548,Nebraska
53,Real Estate and Rental and Leasing,9941,Nebraska
54,"Professional, Scientific, and Technical Services",48823,Nebraska
55,Management of Companies and Enterprises,25575,Nebraska
56,Administrative and Support and Waste Management and Remediation Services,57291,Nebraska
61,Educational Services,15926,Nebraska
62,Health Care and Social Assistance,106776,Nebraska
71,"Arts, Entertainment, and Recreation",10184,Nebraska
72,Accommodation and Food Services,64590,Nebraska
81,Other Services (except Public Administration),36234,Nebraska
99,Unclassified,[c],Nebraska
--,Total,970919,Nevada
11,"Forestry, Fishing, Hunting, and Agriculture Support",265,Nevada
21,Mining,8186,Nevada
22,Utilities,5174,Nevada
23,Construction,93327,Nevada
31-33,Manufacturing,41216,Nevada
42,Wholesale Trade,33372,Nevada
44-45,Retail Trade,120598,Nevada
48-49,Transportation and Warehousing,35332,Nevada
51,Information,16651,Nevada
52,Finance and Insurance,37431,Nevada
53,Real Estate and Rental and Leasing,23995,Nevada
54,"Professional, Scientific, and Technical Services",50846,Nevada
55,Management of Companies and Enterprises,11645,Nevada
56,Administrative and Support and Waste Management and Remediation Services,80471,Nevada
61,Educational Services,5036,Nevada
62,Health Care and Social Assistance,78620,Nevada
71,"Arts, Entertainment, and Recreation",25725,Nevada
72,Accommodation and Food Services,272676,Nevada
81,Other Services (except Public Administration),29874,Nevada
99,Unclassified,479,Nevada
--,Total,540306,New Hampshire
11,"Forestry, Fishing, Hunting, and Agriculture Support",921,New Hampshire
21,Mining,395,New Hampshire
22,Utilities,3545,New Hampshire
23,Construction,26677,New Hampshire
31-33,Manufacturing,78183,New Hampshire
42,Wholesale Trade,23428,New Hampshire
44-45,Retail Trade,95118,New Hampshire
48-49,Transportation and Warehousing,12125,New Hampshire
51,Information,13836,New Hampshire
52,Finance and Insurance,27302,New Hampshire
53,Real Estate and Rental and Leasing,7728,New Hampshire
54,"Professional, Scientific, and Technical Services",27546,New Hampshire
55,Management of Companies and Enterprises,8009,New Hampshire
56,Administrative and Support and Waste Management and Remediation Services,37385,New Hampshire
61,Educational Services,20015,New Hampshire
62,Health Care and Social Assistance,76098,New Hampshire
71,"Arts, Entertainment, and Recreation",9841,New Hampshire
72,Accommodation and Food Services,50441,New Hampshire
81,Other Services (except Public Administration),21550,New Hampshire
99,Unclassified,163,New Hampshire
--,Total,3579076,New Jersey
11,"Forestry, Fishing, Hunting, and Agriculture Support",1053,New Jersey
21,Mining,2156,New Jersey
22,Utilities,21185,New Jersey
23,Construction,164864,New Jersey
31-33,Manufacturing,338414,New Jersey
42,Wholesale Trade,272243,New Jersey
44-45,Retail Trade,449914,New Jersey
48-49,Transportation and Warehousing,168088,New Jersey
51,Information,128430,New Jersey
52,Finance and Insurance,237394,New Jersey
53,Real Estate and Rental and Leasing,60190,New Jersey
54,"Professional, Scientific, and Technical Services",287450,New Jersey
55,Management of Companies and Enterprises,139846,New Jersey
56,Administrative and Support and Waste Management and Remediation Services,299996,New Jersey
61,Educational Services,84720,New Jersey
